,movieId,genre
2978,3990,2
2978,3990,3
2978,3990,4
2979,3991,3
2979,3991,4
2980,3992,7
2980,3992,13
2980,3992,16
2981,3993,7
2981,3993,13
2982,3994,7
2982,3994,14
2983,3996,0
2983,3996,7
2983,3996,13
2984,3997,0
2984,3997,1
2984,3997,4
2984,3997,8
2985,3998,7
2986,3999,0
2986,3999,1
2987,4000,1
2987,4000,7
2988,4002,4
2989,4003,4
2990,4005,0
2990,4005,1
2990,4005,15
2991,4006,1
2991,4006,2
2991,4006,3
2991,4006,14
2992,4007,7
2993,4008,7
2993,4008,16
2994,4009,7
2995,4010,4
2996,4011,4
2996,4011,5
2996,4011,15
2997,4012,4
2997,4012,7
2998,4014,7
2998,4014,13
2999,4015,4
2999,4015,14
3000,4016,1
3000,4016,2
3000,4016,3
3000,4016,4
3000,4016,8
3001,4017,7
3002,4018,4
3002,4018,13
3003,4019,7
3004,4020,15
3005,4021,7
3006,4022,7
3007,4023,4
3007,4023,7
3007,4023,13
3008,4024,13
3009,4025,4
3009,4025,5
3010,4027,1
3010,4027,4
3010,4027,5
3011,4029,4
3011,4029,7
3012,4030,10
3013,4031,7
3013,4031,13
3013,4031,17
3014,4032,4
3015,4033,7
3015,4033,15
3015,4033,16
3016,4034,5
3016,4034,7
3016,4034,15
3017,4035,13
3017,4035,17
3018,4036,7
3018,4036,10
3019,4037,5
3019,4037,9
3019,4037,12
3019,4037,15
3020,4039,3
3020,4039,11
3021,4040,4
3022,4041,7
3022,4041,13
3023,4042,0
3023,4042,7
3023,4042,16
3023,4042,17
3024,4043,5
3024,4043,7
3025,4046,7
3026,4047,7
3026,4047,16
3027,4051,10
3027,4051,14
3028,4052,5
3028,4052,7
3028,4052,15
3029,4053,0
3029,4053,4
3030,4054,7
3030,4054,13
3031,4055,7
3032,4056,5
3032,4056,7
3032,4056,12
3032,4056,15
3033,4061,7
3033,4061,13
3034,4062,4
3034,4062,7
3034,4062,13
3035,4063,4
3035,4063,7
3035,4063,13
3036,4064,0
3036,4064,5
3036,4064,15
3037,4065,0
3037,4065,5
3037,4065,7
3038,4066,0
3038,4066,4
3039,4067,7
3039,4067,13
3040,4068,4
3041,4069,4
3041,4069,13
3042,4074,7
3043,4077,7
3043,4077,15
3044,4078,7
3045,4079,4
3045,4079,14
3046,4080,4
3047,4081,4
3048,4082,4
3048,4082,7
3048,4082,13
3049,4083,15
3050,4084,0
3050,4084,4
3050,4084,5
3050,4084,15
3051,4085,0
3051,4085,4
3051,4085,5
3051,4085,7
3052,4086,0
3052,4086,5
3052,4086,12
3052,4086,13
3052,4086,15
3053,4089,4
3054,4090,2
3054,4090,3
3055,4091,4
3055,4091,13
3056,4092,13
3056,4092,14
3057,4093,15
3058,4102,4
3058,4102,6
3059,4103,0
3059,4103,1
3059,4103,7
3059,4103,16
3060,4104,4
3061,4105,8
3061,4105,10
3061,4105,15
3062,4109,7
3062,4109,15
3063,4110,15
3064,4111,7
3064,4111,16
3065,4113,7
3066,4115,4
3067,4116,4
3068,4117,7
3069,4121,0
3069,4121,1
3069,4121,4
3069,4121,14
3070,4123,4
3071,4124,10
3071,4124,15
3072,4125,4
3072,4125,14
3073,4126,7
3074,4127,4
3075,4128,4
3075,4128,10
3075,4128,15
3076,4129,8
3076,4129,13
3077,4130,4
3077,4130,8
3078,4131,4
3078,4131,13
3078,4131,14
3079,4132,4
3079,4132,13
3080,4133,0
3080,4133,1
3080,4133,8
3080,4133,14
3081,4135,1
3081,4135,4
3081,4135,10
3082,4138,4
3082,4138,10
3083,4139,5
3083,4139,7
3084,4141,4
3084,4141,13
3085,4142,0
3085,4142,1
3085,4142,7
3085,4142,15
3086,4143,10
3086,4143,12
3087,4144,7
3087,4144,13
3088,4146,7
3088,4146,12
3088,4146,13
3089,4147,4
3089,4147,7
3089,4147,13
3090,4148,10
3090,4148,15
3091,4149,4
3091,4149,13
3092,4152,7
3093,4153,4
3093,4153,8
3093,4153,13
3094,4154,2
3094,4154,3
3095,4155,7
3095,4155,13
3096,4156,4
3097,4157,4
3097,4157,7
3097,4157,8
3097,4157,13
3098,4158,2
3098,4158,4
3098,4158,8
3099,4159,0
3099,4159,15
3100,4160,7
3100,4160,13
3101,4161,0
3101,4161,4
3102,4164,7
3103,4166,0
3103,4166,7
3104,4167,15
3105,4168,4
3105,4168,13
3106,4171,6
3107,4174,7
3108,4175,4
3108,4175,7
3109,4178,7
3110,4180,0
3110,4180,7
3111,4181,4
3112,4184,4
3112,4184,7
3112,4184,13
3113,4187,7
3114,4189,7
3115,4190,7
3116,4191,4
3116,4191,7
3116,4191,13
3117,4193,11
3118,4194,7
3118,4194,13
3118,4194,16
3119,4195,10
3119,4195,12
3120,4197,4
3121,4198,14
3122,4200,0
3123,4202,7
3124,4203,0
3124,4203,5
3124,4203,7
3125,4204,4
3126,4205,4
3126,4205,7
3126,4205,13
3127,4207,0
3127,4207,1
3127,4207,16
3128,4210,0
3128,4210,5
3128,4210,7
3128,4210,10
3128,4210,15
3129,4211,7
3130,4212,5
3130,4212,12
3131,4214,4
3132,4215,4
3133,4217,6
3134,4218,5
3134,4218,7
3135,4219,4
3136,4220,4
3137,4221,4
3138,4223,7
3138,4223,16
3139,4224,0
3139,4224,15
3140,4225,4
3141,4226,12
3141,4226,15
3142,4228,4
3142,4228,5
3142,4228,13
3143,4229,4
3143,4229,13
3144,4231,4
3144,4231,13
3145,4232,0
3145,4232,1
3145,4232,3
3145,4232,4
3146,4233,4
3147,4234,7
3147,4234,15
3148,4235,7
3148,4235,15
3149,4236,6
3150,4237,6
3151,4238,0
3151,4238,5
3151,4238,12
3151,4238,15
3152,4239,5
3152,4239,7
3153,4240,4
3153,4240,8
3154,4241,2
3154,4241,3
3155,4242,4
3155,4242,5
3155,4242,7
3155,4242,15
3156,4243,5
3156,4243,7
3156,4243,12
3157,4246,4
3157,4246,7
3157,4246,13
3158,4247,1
3158,4247,4
3158,4247,12
3158,4247,13
3159,4248,4
3160,4251,7
3160,4251,15
3161,4252,7
3162,4254,4
3162,4254,7
3163,4255,4
3164,4256,7
3165,4259,7
3165,4259,13
3166,4260,7
3167,4262,0
3167,4262,5
3167,4262,7
3168,4263,7
3169,4265,0
3169,4265,15
3170,4267,4
3171,4268,4
3172,4270,0
3172,4270,1
3172,4270,4
3172,4270,15
3173,4273,7
3174,4275,0
3174,4275,1
3174,4275,8
3174,4275,14
3175,4276,4
3176,4278,6
3177,4280,4
3177,4280,7
3177,4280,13
3178,4282,7
3178,4282,8
3179,4284,4
3180,4285,4
3180,4285,13
3181,4289,4
3181,4289,7
3182,4290,4
3182,4290,7
3182,4290,11
3183,4291,4
3183,4291,5
3184,4292,7
3185,4293,4
3186,4294,3
3186,4294,8
3186,4294,11
3187,4296,7
3187,4296,13
3188,4297,7
3189,4298,5
3189,4298,9
3189,4298,15
3190,4299,0
3190,4299,4
3190,4299,13
3191,4300,7
3192,4304,6
3193,4305,13
3193,4305,15
3194,4306,1
3194,4306,2
3194,4306,3
3194,4306,4
3194,4306,8
3194,4306,13
3195,4307,4
3195,4307,13
3196,4308,7
3196,4308,11
3196,4308,13
3197,4310,0
3197,4310,7
3197,4310,13
3197,4310,16
3198,4312,1
3198,4312,7
3199,4313,7
3200,4316,7
3201,4317,4
3201,4317,13
3202,4321,4
3202,4321,17
3203,4322,7
3204,4323,1
3204,4323,16
3204,4323,17
3205,4325,7
3206,4326,5
3206,4326,7
3206,4326,15
3207,4327,1
3207,4327,17
3208,4329,17
3209,4333,4
3209,4333,5
3210,4334,7
3211,4337,7
3211,4337,13
3211,4337,16
3212,4338,7
3212,4338,16
3213,4339,0
3213,4339,1
3213,4339,7
3213,4339,16
3214,4340,4
3215,4342,7
3215,4342,13
3216,4343,4
3216,4343,14
3217,4344,0
3217,4344,5
3217,4344,7
3218,4345,7
3219,4347,4
3219,4347,7
3220,4349,4
3220,4349,16
3221,4350,4
3221,4350,6
3222,4351,0
3222,4351,5
3222,4351,15
3223,4353,0
3223,4353,16
3224,4354,5
3224,4354,15
3225,4355,0
3225,4355,7
3226,4356,4
3226,4356,11
3226,4356,13
3227,4357,4
3227,4357,7
3227,4357,13
3228,4359,4
3229,4361,4
3229,4361,13
3230,4366,1
3230,4366,2
3230,4366,3
3230,4366,8
3231,4367,0
3231,4367,1
3232,4368,4
3233,4369,0
3233,4369,5
3233,4369,15
3234,4370,1
3234,4370,7
3234,4370,14
3235,4371,5
3235,4371,7
3236,4372,7
3236,4372,13
3237,4373,4
3238,4374,4
3238,4374,13
3239,4378,5
3239,4378,7
3240,4380,7
3240,4380,13
3241,4381,4
3242,4383,5
3242,4383,7
3242,4383,12
3242,4383,15
3243,4384,7
3244,4386,3
3244,4386,4
3245,4387,0
3246,4388,4
3247,4389,7
3248,4390,5
3248,4390,7
3248,4390,15
3249,4392,4
3249,4392,7
3249,4392,8
3249,4392,13
3250,4393,7
3251,4394,4
3251,4394,11
3252,4395,4
3252,4395,5
3253,4396,0
3253,4396,4
3254,4397,0
3254,4397,4
3255,4399,4
3255,4399,7
3256,4402,4
3257,4403,10
3258,4404,7
3258,4404,8
3258,4404,10
3259,4406,5
3259,4406,7
3259,4406,17
3260,4407,7
3260,4407,15
3260,4407,16
3261,4408,7
3262,4409,4
3262,4409,7
3262,4409,12
3262,4409,15
3263,4410,4
3263,4410,5
3263,4410,7
3264,4412,4
3264,4412,10
3264,4412,14
3265,4419,7
3265,4419,13
3266,4420,7
3267,4422,7
3268,4424,7
3269,4426,9
3270,4427,7
3271,4428,4
3271,4428,7
3271,4428,13
3271,4428,17
3272,4429,7
3273,4432,7
3273,4432,9
3274,4433,7
3275,4434,0
3275,4434,4
3275,4434,14
3275,4434,15
3276,4436,12
3276,4436,15
3277,4437,10
3278,4438,0
3278,4438,7
3278,4438,13
3278,4438,15
3279,4439,7
3280,4440,0
3280,4440,15
3281,4441,0
3282,4442,0
3282,4442,4
3282,4442,7
3283,4443,0
3283,4443,14
3283,4443,15
3284,4444,0
3284,4444,5
3285,4445,1
3285,4445,6
3286,4446,1
3286,4446,2
3286,4446,8
3286,4446,14
3287,4447,4
3287,4447,13
3288,4448,0
3288,4448,7
3289,4449,7
3290,4450,5
3290,4450,7
3290,4450,15
3291,4451,4
3291,4451,7
3291,4451,13
3292,4452,4
3293,4453,6
3294,4454,2
3294,4454,7
3294,4454,14
3295,4458,6
3296,4459,6
3297,4462,4
3297,4462,8
3298,4463,7
3298,4463,16
3299,4464,4
3299,4464,7
3299,4464,13
3300,4465,7
3301,4466,0
3301,4466,5
3301,4466,7
3302,4467,1
3302,4467,4
3302,4467,8
3303,4470,7
3304,4471,4
3304,4471,13
3305,4473,7
3305,4473,16
3306,4474,4
3306,4474,7
3306,4474,11
3307,4475,7
3307,4475,16
3308,4476,4
3309,4477,1
3309,4477,3
3309,4477,4
3310,4478,4
3310,4478,7
3311,4480,10
3311,4480,14
3312,4482,7
3313,4483,4
3314,4484,7
3315,4487,7
3315,4487,13
3316,4488,0
3316,4488,5
3316,4488,7
3317,4489,4
3317,4489,13
3318,4490,4
3319,4492,4
3319,4492,14
3320,4495,4
3320,4495,13
3321,4496,9
3321,4496,12
3321,4496,15
3322,4497,0
3322,4497,4
3322,4497,10
3322,4497,14
3323,4498,0
3323,4498,5
3323,4498,15
3324,4499,4
3325,4500,4
3325,4500,7
3326,4502,3
3326,4502,4
3327,4504,4
3328,4505,7
3328,4505,13
3329,4506,5
3329,4506,12
3329,4506,15
3330,4508,7
3331,4509,4
3332,4511,4
3333,4516,4
3334,4517,10
3334,4517,12
3334,4517,15
3335,4518,4
3335,4518,10
3336,4519,1
3336,4519,2
3336,4519,3
3336,4519,8
3337,4520,4
3338,4521,7
3339,4522,12
3339,4522,13
3339,4522,15
3340,4523,4
3340,4523,7
3340,4523,8
3341,4524,4
3342,4526,4
3342,4526,13
3342,4526,14
3343,4527,4
3343,4527,13
3344,4529,4
3344,4529,7
3345,4531,0
3346,4533,4
3346,4533,10
3346,4533,14
3347,4534,1
3347,4534,7
3347,4534,17
3348,4535,7
3348,4535,13
3348,4535,17
3349,4537,7
3350,4541,10
3351,4544,4
3351,4544,14
3352,4545,4
3352,4545,14
3353,4546,7
3353,4546,15
3354,4552,0
3354,4552,10
3354,4552,14
3354,4552,15
3355,4553,0
3355,4553,14
3355,4553,15
3356,4557,7
3357,4558,4
3358,4562,4
3358,4562,12
3359,4563,4
3360,4564,7
3360,4564,8
3360,4564,13
3361,4565,0
3361,4565,1
3362,4568,0
3363,4571,1
3363,4571,4
3363,4571,14
3364,4572,0
3364,4572,5
3364,4572,7
3365,4573,4
3365,4573,7
3366,4574,0
3366,4574,15
3367,4577,7
3367,4577,16
3368,4578,4
3368,4578,13
3369,4580,0
3369,4580,14
3370,4581,7
3371,4583,0
3371,4583,4
3372,4584,4
3372,4584,7
3372,4584,13
3373,4585,4
3374,4587,4
3374,4587,11
3374,4587,14
3375,4589,7
3375,4589,11
3375,4589,12
3376,4591,1
3376,4591,4
3376,4591,8
3377,4593,4
3378,4594,0
3378,4594,16
3379,4595,7
3380,4597,0
3380,4597,7
3380,4597,12
3381,4599,7
3382,4600,4
3382,4600,7
3383,4602,4
3383,4602,5
3383,4602,13
3384,4603,4
3384,4603,13
3385,4605,4
3385,4605,8
3386,4608,5
3386,4608,7
3387,4610,4
3387,4610,5
3387,4610,12
3387,4610,15
3388,4611,5
3388,4611,7
3389,4612,7
3390,4613,0
3390,4613,4
3390,4613,5
3391,4614,0
3392,4615,7
3393,4616,7
3394,4617,4
3395,4619,4
3396,4621,4
3396,4621,13
3397,4622,4
3398,4623,4
3399,4624,2
3399,4624,4
3399,4624,11
3400,4625,7
3400,4625,14
3400,4625,15
3401,4626,7
3401,4626,13
3401,4626,14
3402,4628,4
3402,4628,7
3403,4629,0
3403,4629,5
3403,4629,15
3404,4630,0
3405,4632,0
3405,4632,15
3406,4634,1
3406,4634,4
3407,4635,0
3407,4635,4
3407,4635,7
3408,4636,0
3409,4638,0
3409,4638,1
3409,4638,14
3409,4638,15
3410,4639,4
3410,4639,13
3411,4640,0
3411,4640,5
3411,4640,15
3412,4641,4
3412,4641,7
3413,4642,4
3413,4642,7
3413,4642,11
3414,4643,0
3414,4643,1
3414,4643,7
3414,4643,14
3415,4644,4
3415,4644,7
3415,4644,13
3416,4645,5
3416,4645,10
3416,4645,15
3417,4646,4
3417,4646,7
3418,4649,4
3419,4653,1
3419,4653,4
3420,4654,0
3420,4654,7
3421,4658,7
3421,4658,10
3421,4658,12
3421,4658,15
3422,4660,4
3423,4661,5
3423,4661,7
3423,4661,15
3424,4662,4
3424,4662,5
3425,4663,4
3426,4666,4
3427,4670,10
3427,4670,15
3428,4671,7
3429,4672,4
3429,4672,13
3430,4673,0
3430,4673,4
3430,4673,5
3430,4673,15
3431,4675,0
3431,4675,4
3432,4676,4
3433,4677,4
3433,4677,5
3434,4678,4
3435,4679,4
3436,4681,4
3436,4681,7
3437,4683,1
3437,4683,3
3437,4683,4
3437,4683,7
3438,4686,1
3438,4686,4
3439,4687,4
3440,4688,1
3440,4688,7
3441,4689,12
3441,4689,15
3442,4690,5
3442,4690,11
3443,4695,5
3443,4695,7
3444,4697,4
3444,4697,10
3445,4699,7
3445,4699,13
3445,4699,15
3446,4700,3
3446,4700,4
3446,4700,13
3447,4701,0
3447,4701,4
3448,4703,7
3449,4704,1
3449,4704,4
3450,4705,4
3451,4708,7
3451,4708,11
3452,4709,4
3452,4709,11
3452,4709,17
3453,4710,7
3453,4710,17
3454,4711,6
3455,4713,7
3455,4713,14
3456,4714,4
3457,4715,10
3458,4717,0
3458,4717,4
3459,4718,4
3460,4719,0
3460,4719,2
3460,4719,4
3460,4719,5
3460,4719,7
3460,4719,13
3460,4719,15
3461,4720,7
3461,4720,10
3461,4720,12
3461,4720,15
3462,4721,0
3462,4721,4
3462,4721,17
3463,4722,4
3464,4723,7
3465,4725,10
3465,4725,15
3466,4727,7
3466,4727,13
3466,4727,16
3467,4728,4
3468,4732,4
3469,4733,4
3470,4734,1
3470,4734,4
3471,4735,10
3471,4735,14
3471,4735,15
3472,4736,4
3472,4736,7
3472,4736,13
3473,4738,13
3473,4738,14
3474,4740,4
3474,4740,13
3475,4741,4
3475,4741,7
3475,4741,13
3476,4743,4
3476,4743,13
3477,4744,10
3478,4745,7
3479,4748,0
3479,4748,3
3479,4748,4
3480,4749,0
3480,4749,3
3480,4749,4
3481,4750,0
3481,4750,3
3482,4754,7
3482,4754,10
3482,4754,12
3482,4754,15
3483,4756,0
3483,4756,1
3483,4756,7
3483,4756,13
3484,4757,4
3484,4757,7
3484,4757,11
3485,4759,4
3485,4759,7
3486,4765,7
3487,4766,5
3487,4766,7
3487,4766,13
3488,4769,6
3489,4770,15
3490,4771,7
3491,4772,7
3492,4773,4
3493,4774,4
3493,4774,5
3494,4775,7
3494,4775,11
3494,4775,13
3495,4776,5
3495,4776,7
3495,4776,15
3496,4777,4
3496,4777,11
3496,4777,14
3497,4780,7
3498,4782,4
3498,4782,13
3499,4783,6
3500,4784,7
3501,4785,7
3501,4785,17
3502,4786,10
3502,4786,15
3503,4787,7
3504,4788,7
3504,4788,13
3505,4789,4
3505,4789,8
3505,4789,10
3505,4789,11
3505,4789,15
3506,4792,10
3507,4794,5
3507,4794,10
3507,4794,12
3508,4795,1
3508,4795,4
3508,4795,13
3508,4795,16
3509,4796,4
3509,4796,13
3510,4798,4
3510,4798,13
3511,4799,0
3511,4799,1
3511,4799,4
3511,4799,5
3512,4800,0
3512,4800,1
3512,4800,7
3512,4800,13
3512,4800,15
3513,4801,7
3514,4802,0
3514,4802,4
3514,4802,13
3514,4802,16
3515,4803,7
3515,4803,15
3516,4804,4
3516,4804,7
3517,4808,12
3517,4808,15
3518,4809,7
3519,4810,7
3520,4811,7
3520,4811,11
3521,4812,1
3521,4812,14
3522,4813,14
3523,4814,15
3524,4815,7
3525,4816,4
3526,4818,0
3526,4818,1
3526,4818,4
3526,4818,7
3527,4821,1
3527,4821,15
3528,4822,3
3528,4822,4
3529,4823,4
3529,4823,13
3530,4825,4
3530,4825,7
3531,4826,0
3531,4826,1
3531,4826,7
3531,4826,16
3532,4827,10
3533,4828,4
3533,4828,13
3534,4830,5
3534,4830,7
3535,4831,4
3535,4831,11
3536,4833,10
3536,4833,12
3536,4833,15
3537,4835,7
3538,4836,7
3538,4836,13
3539,4840,7
3539,4840,13
3540,4844,4
3540,4844,5
3540,4844,13
3541,4845,4
3541,4845,5
3542,4846,0
3542,4846,4
3543,4847,7
3544,4848,5
3544,4848,7
3544,4848,9
3544,4848,12
3544,4848,15
3545,4849,4
3545,4849,7
3546,4850,0
3546,4850,2
3546,4850,14
3547,4852,10
3548,4855,0
3548,4855,5
3548,4855,15
3549,4857,7
3549,4857,11
3550,4860,4
3551,4862,7
3552,4863,4
3552,4863,5
3553,4864,6
3554,4865,5
3554,4865,10
3554,4865,12
3554,4865,15
3555,4866,0
3556,4867,4
3556,4867,7
3557,4871,7
3558,4873,2
3558,4873,7
3558,4873,8
3559,4874,7
3559,4874,8
3559,4874,12
3559,4874,14
3560,4876,10
3560,4876,15
3561,4877,4
3561,4877,13
3562,4878,7
3562,4878,12
3562,4878,14
3562,4878,15
3563,4879,0
3563,4879,4
3563,4879,5
3563,4879,7
3564,4880,7
3565,4881,5
3565,4881,7
3566,4883,7
3567,4885,15
3568,4886,1
3568,4886,2
3568,4886,3
3568,4886,4
3568,4886,8
3569,4887,0
3569,4887,14
3569,4887,15
3570,4888,7
3571,4889,5
3571,4889,7
3572,4890,4
3572,4890,8
3572,4890,13
3573,4893,10
3573,4893,15
3574,4896,1
3574,4896,3
3574,4896,8
3575,4898,4
3575,4898,5
3575,4898,12
3575,4898,15
3576,4899,1
3576,4899,4
3576,4899,8
3577,4900,4
3578,4901,0
3578,4901,5
3578,4901,7
3578,4901,15
3579,4902,7
3579,4902,8
3579,4902,10
3579,4902,15
3579,4902,16
3580,4903,7
3581,4909,4
3581,4909,14
3582,4911,1
3582,4911,4
3582,4911,8
3583,4912,7
3583,4912,11
3583,4912,13
3584,4914,5
3584,4914,7
3584,4914,13
3585,4915,0
3585,4915,1
3585,4915,8
3586,4916,7
3586,4916,16
3587,4917,7
3588,4919,5
3588,4919,7
3588,4919,13
3588,4919,15
3589,4920,7
3589,4920,13
3590,4921,7
3590,4921,13
3591,4925,4
3592,4926,4
3592,4926,7
3592,4926,11
3593,4927,8
3593,4927,12
3593,4927,15
3594,4928,7
3595,4929,4
3596,4932,12
3596,4932,15
3597,4936,7
3597,4936,11
3598,4939,0
3598,4939,14
3599,4941,0
3599,4941,1
3599,4941,14
3600,4942,14
3601,4945,5
3602,4946,0
3602,4946,5
3602,4946,15
3603,4947,0
3604,4951,1
3604,4951,7
3604,4951,15
3605,4952,4
3605,4952,14
3606,4953,1
3606,4953,14
3607,4954,4
3607,4954,5
3608,4956,0
3608,4956,1
3608,4956,4
3608,4956,7
3608,4956,13
3608,4956,15
3609,4957,5
3609,4957,15
3610,4958,0
3610,4958,7
3610,4958,16
3611,4959,7
3612,4961,6
3613,4962,1
3613,4962,17
3614,4963,5
3614,4963,15
3615,4964,1
3615,4964,7
3615,4964,13
3616,4965,0
3616,4965,7
3616,4965,15
3617,4966,14
3617,4966,15
3618,4967,7
3618,4967,16
3619,4969,5
3619,4969,12
3620,4970,7
3621,4971,4
3621,4971,7
3622,4973,4
3622,4973,13
3623,4974,4
3624,4975,12
3624,4975,13
3624,4975,14
3624,4975,15
3625,4976,7
3626,4977,7
3627,4978,7
3627,4978,12
3627,4978,15
3628,4979,4
3628,4979,7
3629,4980,1
3629,4980,4
3629,4980,8
3629,4980,14
3630,4981,4
3631,4985,0
3631,4985,1
3631,4985,8
3632,4987,0
3632,4987,1
3632,4987,14
3633,4988,1
3634,4989,4
3635,4990,1
3635,4990,2
3635,4990,3
3635,4990,4
3636,4991,4
3636,4991,7
3636,4991,13
3637,4992,4
3637,4992,13
3638,4993,1
3638,4993,8
3639,4994,4
3639,4994,7
3639,4994,13
3640,4995,7
3640,4995,13
3641,4998,1
3641,4998,5
3641,4998,7
3641,4998,15
3642,5004,4
3643,5007,1
3643,5007,4
3643,5007,15
3644,5008,7
3644,5008,12
3644,5008,15
3645,5009,7
3646,5010,0
3646,5010,7
3646,5010,16
3647,5011,7
3647,5011,13
3648,5012,7
3648,5012,11
3648,5012,13
3649,5013,4
3649,5013,7
3649,5013,12
3650,5014,7
3651,5015,7
3651,5015,13
3652,5016,7
3653,5021,4
3653,5021,5
3653,5021,12
3653,5021,15
3654,5023,7
3655,5025,4
3656,5026,0
3656,5026,12
3656,5026,15
3657,5027,0
3657,5027,4
3657,5027,5
3657,5027,7
3657,5027,15
3658,5028,7
3659,5033,7
3659,5033,15
3660,5034,7
3660,5034,13
3661,5039,0
3661,5039,1
3661,5039,8
3662,5040,0
3662,5040,1
3662,5040,8
3663,5041,2
3663,5041,8
3664,5046,0
3664,5046,7
3664,5046,14
3664,5046,15
3665,5047,0
3665,5047,4
3666,5048,1
3666,5048,3
3666,5048,4
3667,5049,0
3667,5049,4
3667,5049,5
3667,5049,7
3668,5051,4
3668,5051,7
3668,5051,13
3669,5053,4
3670,5054,14
3670,5054,15
3671,5055,0
3671,5055,7
3672,5059,6
3673,5060,4
3673,5060,7
3673,5060,16
3674,5062,12
3674,5062,14
3674,5062,15
3675,5063,17
3676,5064,0
3676,5064,1
3676,5064,7
3676,5064,15
3677,5065,7
3677,5065,8
3677,5065,10
3677,5065,12
3677,5065,15
3678,5066,7
3678,5066,13
3679,5068,7
3680,5069,0
3680,5069,1
3680,5069,2
3680,5069,7
3680,5069,8
3681,5071,7
3681,5071,13
3682,5072,2
3682,5072,14
3683,5073,7
3684,5074,4
3684,5074,7
3685,5075,4
3686,5076,1
3686,5076,3
3686,5076,4
3686,5076,7
3687,5077,4
3687,5077,13
3688,5080,4
3689,5081,7
3689,5081,13
3690,5083,4
3690,5083,7
3691,5088,4
3691,5088,5
3691,5088,7
3692,5092,3
3692,5092,4
3693,5093,0
3693,5093,15
3694,5094,0
3694,5094,14
3695,5095,4
3695,5095,5
3696,5096,4
3697,5099,3
3697,5099,7
3698,5102,4
3698,5102,8
3699,5103,3
3699,5103,4
3699,5103,7
3700,5105,7
3700,5105,10
3700,5105,15
3701,5106,4
3701,5106,11
3701,5106,13
3702,5107,7
3702,5107,16
3703,5108,5
3703,5108,7
3703,5108,15
3704,5109,1
3704,5109,2
3704,5109,3
3705,5110,4
3705,5110,5
3705,5110,12
3706,5111,7
3706,5111,15
3707,5112,7
3708,5113,4
3708,5113,5
3709,5114,7
3710,5116,4
3711,5120,4
3711,5120,12
3711,5120,15
3712,5121,4
3712,5121,7
3713,5127,7
3713,5127,8
3713,5127,12
3713,5127,13
3713,5127,15
3714,5128,8
3714,5128,10
3715,5131,4
3715,5131,7
3716,5134,4
3716,5134,7
3717,5135,4
3717,5135,13
3718,5136,7
3718,5136,10
3719,5137,6
3720,5139,4
3721,5146,2
3721,5146,8
3721,5146,10
3721,5146,14
3722,5147,7
3723,5151,4
3723,5151,13
3724,5152,0
3724,5152,7
3724,5152,16
3725,5155,0
3726,5156,0
3727,5159,2
3727,5159,3
3727,5159,4
3727,5159,11
3728,5165,10
3729,5168,4
3729,5168,11
3729,5168,13
3730,5170,0
3730,5170,4
3730,5170,5
3731,5171,0
3731,5171,1
3731,5171,14
3732,5177,7
3732,5177,13
3733,5178,5
3733,5178,7
3734,5181,0
3734,5181,14
3734,5181,15
3735,5187,4
3736,5189,10
3736,5189,14
3737,5197,7
3738,5198,7
3738,5198,15
3739,5202,7
3740,5205,4
3740,5205,10
3741,5209,0
3741,5209,1
3741,5209,15
3742,5212,0
3743,5213,4
3744,5214,4
3744,5214,8
3745,5218,1
3745,5218,2
3745,5218,3
3745,5218,4
3746,5219,0
3746,5219,10
3746,5219,14
3746,5219,15
3747,5220,0
3747,5220,4
3748,5221,7
3749,5222,4
3749,5222,13
3750,5224,6
3751,5225,7
3751,5225,13
3752,5226,7
3752,5226,13
3753,5231,4
3754,5237,7
3755,5238,7
3756,5239,6
3756,5239,7
3757,5240,0
3757,5240,7
3758,5241,4
3758,5241,13
3759,5244,0
3759,5244,1
3760,5246,0
3760,5246,4
3761,5247,0
3761,5247,4
3762,5248,0
3762,5248,4
3763,5250,4
3764,5254,0
3764,5254,10
3764,5254,15
3765,5255,4
3766,5256,7
3767,5258,7
3768,5264,0
3768,5264,1
3768,5264,14
3768,5264,15
3769,5265,4
3769,5265,5
3769,5265,7
3770,5266,15
3771,5267,7
3772,5268,7
3772,5268,8
3772,5268,13
3773,5269,7
3774,5272,7
3775,5275,7
3776,5278,4
3776,5278,13
3777,5279,4
3777,5279,13
3778,5282,15
3779,5283,4
3780,5284,4
3780,5284,13
3781,5285,4
3781,5285,5
3782,5288,6
3782,5288,16
3783,5291,5
3783,5291,7
3783,5291,12
3784,5292,4
3785,5293,7
3785,5293,15
3786,5294,5
3786,5294,7
3786,5294,15
3787,5296,4
3787,5296,13
3788,5297,7
3788,5297,15
3789,5298,4
3789,5298,13
3790,5299,4
3790,5299,13
3791,5300,0
3791,5300,1
3791,5300,7
3791,5300,15
3791,5300,17
3792,5303,4
3792,5303,13
3793,5304,7
3793,5304,16
3794,5307,4
3795,5308,4
3796,5309,4
3796,5309,13
3797,5311,3
3797,5311,10
3797,5311,12
3797,5311,15
3798,5312,5
3798,5312,15
3799,5313,0
3799,5313,1
3799,5313,8
3799,5313,15
3800,5316,13
3800,5316,15
3801,5319,5
3801,5319,15
3802,5321,4
3803,5322,7
3804,5323,10
3804,5323,14
3804,5323,15
3805,5324,4
3805,5324,13
3806,5325,6
3807,5328,7
3807,5328,13
3808,5329,5
3808,5329,7
3808,5329,15
3809,5333,5
